product_id,product_name,category,brand,cutoff_month,target_start_month,target_end_month,future_3m_revenue,future_3m_quantity,high_future_performance,predicted_high_performance,probability_high_performance
228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,2024-08,2024-09,2024-11,537.24,3,0,0,0.06647158013771147
961614,Chocolates,Snacks & Munchies,Goda Inc,2024-08,2024-09,2024-11,227.22,1,0,0,0.05955649085090663
589812,Detergent,Household Care,Bir PLC,2024-08,2024-09,2024-11,815.1500000000001,5,0,0,0.057726485019341925
140154,Shampoo,Personal Care,Malhotra LLC,2024-08,2024-09,2024-11,0.0,0,0,0,0.05668906395739062
448752,Toilet Cleaner,Household Care,Batta-Doctor,2024-08,2024-09,2024-11,0.0,0,0,0,0.05503220046599221
4452,Baby Wipes,Baby Care,Morar-Mistry,2024-08,2024-09,2024-11,679.52,4,0,0,0.053028002252075754
144124,Detergent,Household Care,Lalla-Srinivasan,2024-08,2024-09,2024-11,488.01,3,0,0,0.05109508966147354
820973,Baby Wipes,Baby Care,Lall LLC,2024-08,2024-09,2024-11,458.08,4,0,0,0.04992897472813338
807452,Pulses,Grocery & Staples,Naik Ltd,2024-08,2024-09,2024-11,576.76,4,0,0,0.04654730917378475
818990,Tomatoes,Fruits & Vegetables,Dugar Group,2024-08,2024-09,2024-11,490.65000000000003,3,0,0,0.04501275493203142
33955,Frozen Pizza,Instant & Frozen Food,Baral Group,2024-08,2024-09,2024-11,1302.56,7,0,0,0.04435551590233308
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",2024-08,2024-09,2024-11,174.6,2,0,0,0.042462130511167685
240179,Cough Syrup,Pharmacy,Ram-Suri,2024-08,2024-09,2024-11,181.12,2,0,0,0.04182456540141208
952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",2024-08,2024-09,2024-11,381.24,3,0,0,0.03871919067729663
53833,Rice,Grocery & Staples,Tella-Master,2024-08,2024-09,2024-11,134.69,1,0,0,0.038705997351212065
243235,Cat Food,Pet Care,Batta Inc,2024-08,2024-09,2024-11,872.24,8,0,0,0.03765696446713265
378230,Nuts,Snacks & Munchies,Kala-Vig,2024-08,2024-09,2024-11,1830.62,11,0,0,0.03641275075401371
700048,Dish Soap,Household Care,Khalsa-Bhavsar,2024-08,2024-09,2024-11,1130.2400000000002,8,0,0,0.035219944878107194
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2024-08,2024-09,2024-11,294.96,3,0,0,0.03520748797319368
993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",2024-08,2024-09,2024-11,0.0,0,0,0,0.03514524340876801
11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,2024-08,2024-09,2024-11,127.16,1,0,0,0.03032598172533618
658389,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",2024-08,2024-09,2024-11,0.0,0,0,0,0.030310011796740734
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",2024-08,2024-09,2024-11,0.0,0,0,0,0.029670587680626432
818522,Cheese,Dairy & Breakfast,Hora-Roy,2024-08,2024-09,2024-11,1056.99,11,0,0,0.02871579133999731
962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,2024-08,2024-09,2024-11,390.03,3,0,0,0.028356305197085697
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",2024-08,2024-09,2024-11,819.5999999999999,6,0,0,0.028037602895697258
272170,Ice Cream,Instant & Frozen Food,Purohit Group,2024-08,2024-09,2024-11,563.2,4,0,0,0.025442046544031774
771228,Pet Treats,Pet Care,Raja and Sons,2024-08,2024-09,2024-11,415.90000000000003,5,0,0,0.024971049155485436
760684,Rice,Grocery & Staples,Kanda-Gupta,2024-08,2024-09,2024-11,358.0,5,0,0,0.02419626463748319
217710,Eggs,Dairy & Breakfast,Rout-Sarna,2024-08,2024-09,2024-11,117.18,2,0,0,0.02261870454431664
937542,Wheat Flour,Grocery & Staples,Khurana and Sons,2024-08,2024-09,2024-11,582.24,6,0,0,0.021488965631459224
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",2024-08,2024-09,2024-11,462.65999999999997,6,0,0,0.020020983307026615
9436,Toothpaste,Personal Care,Naidu PLC,2024-08,2024-09,2024-11,353.72,4,0,0,0.018809646292681968
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",2024-08,2024-09,2024-11,406.75,5,0,0,0.018282040588752053
492958,Lotion,Personal Care,Acharya PLC,2024-08,2024-09,2024-11,336.8,4,0,0,0.017247182421399603
563740,Chips,Snacks & Munchies,Mann-Kapadia,2024-08,2024-09,2024-11,288.99,3,0,0,0.016192625075408997
300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",2024-08,2024-09,2024-11,133.05,3,0,0,0.01602848750566635
968887,Dish Soap,Household Care,Keer-Gill,2024-08,2024-09,2024-11,203.5,5,0,0,0.014557743605251717
133542,Detergent,Household Care,Edwin-Lall,2024-08,2024-09,2024-11,68.49,1,0,0,0.014294976285327117
490939,Lotion,Personal Care,"Roy, Barad and De",2024-08,2024-09,2024-11,882.75,11,0,0,0.013984661245209876
709916,Detergent,Household Care,Varkey LLC,2024-08,2024-09,2024-11,101.28,3,0,0,0.013673076534390306
131136,Salt,Grocery & Staples,Deshpande-Rama,2024-08,2024-09,2024-11,264.59999999999997,7,0,0,0.011798191144694036
455755,Detergent,Household Care,Mangal-Sathe,2024-08,2024-09,2024-11,0.0,0,0,0,0.011601665876075173
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,2024-08,2024-09,2024-11,39.75,3,0,0,0.011227481706547422
118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",2024-08,2024-09,2024-11,36.96,3,0,0,0.011113418062760155
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",2024-08,2024-09,2024-11,22.14,1,0,0,0.011088721073929527
962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2024-08,2024-09,2024-11,50.58,3,0,0,0.010296680859323533
473647,Toothpaste,Personal Care,Ben-Ravi,2024-08,2024-09,2024-11,129.14999999999998,3,0,0,0.008991853605224092
124290,Lotion,Personal Care,Sachdev Group,2024-08,2024-09,2024-11,158.6,4,0,0,0.008120300362210781
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,2024-08,2024-09,2024-11,139.85999999999999,3,0,0,0.007929658066599262
187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,2024-08,2024-09,2024-11,374.43,7,0,0,0.007642493424411309
449106,Soap,Personal Care,"Shere, Thakur and Naik",2024-08,2024-09,2024-11,291.29999999999995,6,0,0,0.007356316273496639
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,2024-08,2024-09,2024-11,110.2,5,0,0,0.006423868927605795
