product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,total_quantity_sold,total_revenue,estimated_profit,average_selling_price,discount_rate,mean_monthly_demand,std_monthly_demand,demand_cv,active_months,sales_frequency_score,abc_class,xyz_class,priority_score,priority_level,kmeans_cluster,cluster_priority_rank,recommended_action
82484,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30.0,365,37,33850.56,10155.168,914.88,0.2999992348714967,1.7619047619047619,1.972429007715155,1.1194867341086014,13,0.6190476190476191,A,Y,0.7147999961201026,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
67197,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,37,20431.4,4086.28,552.2,0.19999999999999993,1.7619047619047619,2.119074371152695,1.2027178863299082,12,0.5714285714285714,A,Y,0.7140893675699722,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,180,45,14457.599999999999,4337.28,321.28,0.29999782120835794,2.142857142857143,1.8516401995451028,0.8640987597877147,17,0.8095238095238095,B,X,0.7140295859138956,High,1,2,Standard management: duy trì chính sách danh mục thông thường.
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365,41,26658.2,9330.37,650.2,0.35000149953514403,1.9523809523809523,2.2688364964490164,1.1620869859860816,12,0.5714285714285714,A,Y,0.7138550622895323,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
15314,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,32,18523.2,3704.64,578.85,0.19999723588921434,1.5238095238095237,1.3645163106041502,0.8954638288339737,14,0.6666666666666666,A,X,0.7123226769705693,High,2,1,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,30,26442.6,7932.78,881.42,0.2999992058260601,1.4285714285714286,1.7484687178050562,1.2239281024635393,11,0.5238095238095238,A,Z,0.7110056507688433,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
891833,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,38,18741.22,3748.244,493.19,0.2000032441726549,1.8095238095238095,2.11232212550661,1.167335911464179,14,0.6666666666666666,A,Y,0.7102065026047215,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
366066,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,34,31231.72,10931.101999999999,918.58,0.35,1.619047619047619,2.0365704131257156,1.2578817257541184,11,0.5238095238095238,A,Z,0.7049128927516186,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,53,36969.090000000004,5545.363500000001,697.53,0.14999634422753533,2.5238095238095237,2.694792155603983,1.0677478352393142,13,0.6190476190476191,A,X,0.7003660415343202,High,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
540618,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,37,11730.85,4105.7975,317.05,0.35000102507329267,1.7619047619047619,1.868281614338746,1.0603760513814504,14,0.6666666666666666,B,X,0.6998837178106847,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,49,34744.920000000006,5211.738000000001,709.08,0.14999820189161,2.3333333333333335,2.057506581601462,0.8817885349720551,15,0.7142857142857143,A,X,0.6998679911193506,High,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.73,971.64,25.0,3,29,21133.170000000002,5283.2925,728.73,0.24999999999999997,1.380952380952381,1.9615348703551123,1.4204218026709434,9,0.42857142857142855,A,Z,0.699127525810918,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,33,15907.98,6363.191999999999,482.06,0.3999975106729895,1.5714285714285714,1.9892568605242658,1.2658907294245327,11,0.5238095238095238,A,Z,0.6971257446480785,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
714999,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,23827.769999999997,4765.553999999999,882.51,0.20000181300650877,1.2857142857142858,1.5856499343441837,1.2332832822676982,10,0.47619047619047616,A,Z,0.697000601259633,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
367391,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30.0,365,34,31944.699999999997,9583.409999999998,939.5499999999998,0.2999977648803094,1.619047619047619,1.8835124230062958,1.163345908327418,12,0.5714285714285714,A,Y,0.6969491998266449,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
991434,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90,44,10455.28,3659.3480000000004,237.61999999999998,0.35000136772711105,2.0952380952380953,2.447544931247676,1.168146444459118,14,0.6666666666666666,B,Y,0.6967959903079677,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,45,14977.8,4493.34,332.84,0.30000630928095234,2.142857142857143,2.475595166534995,1.1552777443829976,13,0.6190476190476191,B,Y,0.6959352974142828,High,1,2,Standard management: duy trì chính sách danh mục thông thường.
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,33,14526.27,3631.5675,440.19,0.24999999999999994,1.5714285714285714,1.7484687178050562,1.1126619113304903,11,0.5238095238095238,B,Y,0.695103801127455,High,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
600767,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,35,25284.699999999997,8849.644999999999,722.42,0.3500026992496087,1.6666666666666667,1.879716290649558,1.1278297743897348,12,0.5714285714285714,A,Y,0.6950677975218637,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,40,12712.000000000002,5084.8,317.8,0.40000377593596004,1.9047619047619047,2.343176517139968,1.2301676714984833,12,0.5714285714285714,B,Z,0.6950415734254911,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
914071,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,36,10689.84,3741.4440000000004,296.94,0.3499989055009522,1.7142857142857142,1.7928429140015905,1.0458250331675945,13,0.6190476190476191,B,X,0.6883655903924999,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365,38,35605.24,8901.31,936.9799999999999,0.2500020011046097,1.8095238095238095,2.4417012024211235,1.3493611908116736,11,0.5238095238095238,A,Z,0.6867489379693453,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,26,25309.440000000002,10123.776000000002,973.44,0.4,1.2380952380952381,2.1887156486113475,1.7678087931091653,8,0.38095238095238093,A,Z,0.6853493982167994,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.68,959.54,30.0,180,29,19478.719999999998,5843.616,671.68,0.2999979156679242,1.380952380952381,1.5321941938341392,1.1095199334661008,12,0.5714285714285714,A,Y,0.6837181253897069,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
567671,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,31,12972.880000000001,4540.508000000001,418.48,0.35000465968749034,1.4761904761904763,1.7781745588959375,1.204569862477893,13,0.6190476190476191,B,Y,0.6822354430631272,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,50,26542.5,5308.5,530.85,0.1999969859545481,2.380952380952381,2.6167955685569035,1.0990541387938995,14,0.6666666666666666,A,Y,0.6808463837971918,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
672059,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365,35,23545.55,8240.9425,672.73,0.3500004831057905,1.6666666666666667,2.033060090930254,1.2198360545581524,11,0.5238095238095238,A,Z,0.6805774538781916,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
34200,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365,44,14071.2,4924.92,319.8,0.35,2.0952380952380953,1.7292993351285921,0.8253474099477371,16,0.7619047619047619,B,X,0.6781687923129293,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
897083,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,35,34044.15,8511.0375,972.69,0.25,1.6666666666666667,2.2211108331943574,1.3326664999166145,11,0.5238095238095238,A,Z,0.6750631699602883,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
376447,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,33,23919.72,4783.944,724.84,0.19999999999999993,1.5714285714285714,2.8385106758902383,1.8063249755665154,9,0.42857142857142855,A,Z,0.674208403845663,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,37,9756.9,3414.915,263.7,0.3499963025955779,1.7619047619047619,2.022492568707285,1.1479011876446752,13,0.6190476190476191,B,Y,0.6737069868985242,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
839170,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,31,14930.529999999999,2986.1059999999998,481.63,0.20000332203840274,1.4761904761904763,1.569045812557671,1.0629020020551965,13,0.6190476190476191,B,X,0.6736695961358228,High,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,49,6693.4,2342.69,136.6,0.3499881037354271,2.3333333333333335,2.3094010767585034,0.9897433186107871,14,0.6666666666666666,C,X,0.673479654038003,High,1,2,Low contribution: duy trì ở mức ưu tiên thấp hoặc đánh giá lại danh mục.
913428,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,42,16473.24,5765.634,392.22,0.3500049716615292,2.0,2.121320343559643,1.0606601717798214,13,0.6190476190476191,A,X,0.6726401445557815,High,1,2,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,39,12454.26,2490.8520000000003,319.34,0.19998997920685432,1.8571428571428572,2.1280440382124213,1.1458698667297653,12,0.5714285714285714,B,Y,0.6709130733020967,High,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,34,24750.300000000003,8662.605000000001,727.95,0.34999821415815413,1.619047619047619,2.2466906880162756,1.3876618955394644,10,0.47619047619047616,A,Z,0.6704166648952405,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,31,24783.260000000002,8674.141000000001,799.46,0.35000081304779096,1.4761904761904763,1.8873009198071096,1.2784941714822355,11,0.5238095238095238,A,Z,0.6696088606341317,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
70969,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,15792.500000000002,3948.1250000000005,631.7,0.2500029681693518,1.1904761904761905,1.4359334113755982,1.2061840655555025,11,0.5238095238095238,A,Y,0.6696054848981609,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,33,13062.06,4571.721,395.82,0.3499958945726251,1.5714285714285714,2.3145502494313788,1.4728956132745137,11,0.5238095238095238,B,Z,0.6690096503366445,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
667163,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30.0,180,35,15442.0,4632.6,441.2,0.30000475971378254,1.6666666666666667,2.105548226313834,1.2633289357883004,10,0.47619047619047616,A,Z,0.6660617741271094,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,29,15444.53,3861.1325,532.57,0.24999647931952285,1.380952380952381,2.011869540407391,1.456871046501904,9,0.42857142857142855,A,Z,0.6630190972553013,High,2,1,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
876139,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,52,21619.0,3242.85,415.75,0.1500040889761204,2.4761904761904763,1.9395630337539334,0.7832850713237038,16,0.7619047619047619,A,X,0.6627145758623887,High,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,30,11078.4,4431.36,369.28,0.40000324954912514,1.4285714285714286,1.5675276256394517,1.0972693379476162,12,0.5714285714285714,B,Y,0.6618513432282366,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
77308,Onions,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,25.0,3,39,8707.53,2176.8825,223.27,0.24999160200208267,1.8571428571428572,2.031888635868469,1.0940938808522525,14,0.6666666666666666,B,Y,0.6586214621871641,High,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
114414,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365,36,29954.159999999996,5990.831999999999,832.06,0.19999615410501217,1.7142857142857142,1.9530196400153568,1.139261456675625,11,0.5238095238095238,A,Y,0.6579532515248292,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
36412,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25.0,365,48,19088.64,4772.16,397.68,0.25,2.2857142857142856,2.6859422395661663,1.1750997298101977,12,0.5714285714285714,A,Y,0.656774183081904,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
669378,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,41,8697.74,2174.435,212.13999999999996,0.24999116139296457,1.9523809523809523,2.4181850730701004,1.2385825984017589,11,0.5238095238095238,B,Z,0.6526346699295421,High,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,43,22264.11,4452.822,517.77,0.19999690981288926,2.0476190476190474,2.2243244025139517,1.0862979640184416,12,0.5714285714285714,A,Y,0.6480336250934058,High,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
433521,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,46,14781.18,4434.354,321.33,0.299995643081213,2.1904761904761907,2.462093572938438,1.1239992398197216,12,0.5714285714285714,B,Y,0.6479662413438658,High,1,2,Standard management: duy trì chính sách danh mục thông thường.
623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180,34,11212.86,4485.144,329.79,0.3999999999999999,1.619047619047619,2.39741924736143,1.4807589468997069,9,0.42857142857142855,B,Z,0.6467333174270247,High,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,22,18210.94,7284.376,827.7700000000001,0.40000144967454804,1.0476190476190477,1.6874889770363086,1.6107849326255672,8,0.38095238095238093,A,Z,0.645744114036512,High,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25.0,365,38,21896.36,5474.09,576.22,0.24999674602038285,1.8095238095238095,2.204972734957229,1.2185375640553107,11,0.5238095238095238,A,Z,0.6448272276976512,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
739448,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,33,24936.78,6234.195,755.66,0.25000248126643837,1.5714285714285714,1.9383350734955134,1.2334859558607814,11,0.5238095238095238,A,Z,0.6435434193966058,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
647462,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,39,12730.380000000001,4455.633000000001,326.42,0.34999402604643753,1.8571428571428572,1.8516401995451028,0.9970370305242862,13,0.6190476190476191,B,X,0.6426067022744439,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
961614,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,35,7952.7,2783.445,227.22,0.3500014303286895,1.6666666666666667,2.008316044185609,1.2049896265113655,12,0.5714285714285714,B,Y,0.6421475640701746,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
329351,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,37,11502.19,2300.438,310.87,0.2000051468128361,1.7619047619047619,2.406340830072953,1.3657610116630274,10,0.47619047619047616,B,Z,0.6407118161287206,Medium,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
784673,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365,34,16707.260000000002,5847.541000000001,491.39,0.34999603164104875,1.619047619047619,1.9868616075658232,1.22717922820242,10,0.47619047619047616,A,Z,0.6406380153435174,Medium,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
890232,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,33,14256.0,4276.8,432.0,0.29999675924425573,1.5714285714285714,2.2264642052238024,1.4168408578696925,10,0.47619047619047616,B,Z,0.6402024416141623,Medium,1,2,Standard management: duy trì chính sách danh mục thông thường.
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,33,18593.850000000002,6507.847500000001,563.45,0.35000288400530655,1.5714285714285714,2.134746555716359,1.3584750809104102,10,0.47619047619047616,A,Z,0.6392111223514364,Medium,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,33,28116.66,5623.331999999999,852.0199999999999,0.19999624420198683,1.5714285714285714,1.8860389330930731,1.2002065937865012,11,0.5238095238095238,A,Y,0.6380134481471399,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
615545,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,38,17030.08,5960.528,448.16,0.35000290073678714,1.8095238095238095,2.6195237662416355,1.4476315550282723,10,0.47619047619047616,A,Z,0.6371690734707727,Medium,1,2,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,35,8028.3,3211.32,229.38,0.4,1.6666666666666667,1.9578900207451218,1.174734012447073,11,0.5238095238095238,B,Y,0.6370257834946977,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
365133,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,29,26548.050000000003,6637.012500000001,915.45,0.24999999999999992,1.380952380952381,1.716863141784763,1.24324572336138,11,0.5238095238095238,A,Z,0.6367032712730765,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365,42,23178.96,3476.8439999999996,551.88,0.1499992299043541,2.0,1.8973665961010278,0.9486832980505139,14,0.6666666666666666,A,X,0.6363791998590004,Medium,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
91670,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365,41,18008.84,4502.21,439.23999999999995,0.24999573123879446,1.9523809523809523,2.268836496449016,1.1620869859860814,14,0.6666666666666666,A,Y,0.6358250290101111,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
237083,Cough Syrup,Pharmacy,Hayer-Banerjee,577.13,721.41,20.0,365,38,21930.94,4386.188,577.13,0.19999722765140485,1.8095238095238095,1.9395630337539334,1.0718637818113843,12,0.5714285714285714,A,Y,0.6352041068382392,Medium,0,3,High-value volatile product: duy trì nhưng cần theo dõi biến động nhu cầu.
500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,46,7107.0,1421.4,154.5,0.19997928748964378,2.1904761904761907,2.4211370803621928,1.1053017106001313,15,0.7142857142857143,C,Y,0.6307231185524302,Medium,2,1,Low contribution: duy trì ở mức ưu tiên thấp hoặc đánh giá lại danh mục.
378230,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,41,6823.219999999999,2388.127,166.42,0.349998047103855,1.9523809523809523,2.654735212336448,1.3597424258308637,12,0.5714285714285714,C,Z,0.6299609375214974,Medium,1,2,"Review candidate: đóng góp thấp và nhu cầu biến động cao, cần xem xét lại mức ưu tiên."
228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180,42,7521.360000000001,2256.4080000000004,179.08,0.30000390884571787,2.0,2.0,1.0,13,0.6190476190476191,B,X,0.6274087292738585,Medium,1,2,Standard management: duy trì chính sách danh mục thông thường.
820973,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,68,7787.36,2336.208,114.52,0.3,3.238095238095238,3.300072149283435,1.0191399284551785,17,0.8095238095238095,B,X,0.6268186716495033,Medium,0,3,Standard management: duy trì chính sách danh mục thông thường.
490602,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,40,21978.800000000003,3296.8200000000006,549.47,0.15000618773590746,1.9047619047619047,1.8948551898433268,0.9947989746677466,14,0.6666666666666666,A,X,0.6224000471926567,Medium,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,27,8295.210000000001,3318.0840000000003,307.23,0.3999999999999999,1.2857142857142858,1.3835771443203717,1.0761155566936225,12,0.5714285714285714,B,Y,0.6222653669065449,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,31,9852.42,2955.7259999999997,317.82,0.30000220249763226,1.4761904761904763,1.569045812557671,1.0629020020551965,12,0.5714285714285714,B,X,0.6212667316317578,Medium,1,2,Standard management: duy trì chính sách danh mục thông thường.
927651,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,36,15361.920000000002,4608.576,426.72,0.3,1.7142857142857142,2.101020160371079,1.2255950935497963,15,0.7142857142857143,B,Z,0.6200314926690053,Medium,1,2,Standard management: duy trì chính sách danh mục thông thường.
481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35.0,90,27,8037.36,2813.0759999999996,297.68,0.3500010917745704,1.2857142857142858,1.5212776585113297,1.183215956619923,10,0.47619047619047616,B,Y,0.6192656250586523,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,36,8530.199999999999,2985.5699999999993,236.95,0.35000274318318986,1.7142857142857142,2.830951379710664,1.6513883048312208,10,0.47619047619047616,B,Z,0.6188957790221035,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
256051,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35.0,365,36,14433.12,5051.592000000001,400.92,0.3499999999999999,1.7142857142857142,2.4727081741050063,1.4424131015612538,10,0.47619047619047616,B,Z,0.6145809951838325,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,34,9578.82,1915.764,281.73,0.1999943207632894,1.619047619047619,2.1789031753657726,1.3457931377259185,11,0.5238095238095238,B,Z,0.614348782282854,Medium,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,34,21175.539999999997,3176.3309999999997,622.81,0.15000272955562846,1.619047619047619,1.3592715135759477,0.8395500525027912,15,0.7142857142857143,A,X,0.6139465318920951,Medium,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
284460,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",505.95,674.6,25.0,3,23,11636.849999999999,2909.2124999999996,505.94999999999993,0.25000000000000006,1.0952380952380953,1.5461164867099082,1.41167157482209,9,0.42857142857142855,B,Z,0.6135190099725594,Medium,2,1,"Shelf-life attention: sản phẩm có giá trị nhưng hạn sử dụng ngắn, cần kiểm soát vòng đời bán."
373536,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,28,13836.76,4842.866,494.17,0.3499986846605109,1.3333333333333333,1.4259499757471625,1.069462481810372,12,0.5714285714285714,B,Y,0.6132261385112009,Medium,1,2,"Growth candidate: sản phẩm có lợi nhuận tốt, có thể cân nhắc thúc đẩy bán hàng."
327290,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,30,25868.4,3880.26,862.28,0.15000246438957077,1.4285714285714286,1.3989792196965818,0.9792854537876072,12,0.5714285714285714,A,X,0.6123771686917089,Medium,0,3,Core product: ưu tiên duy trì và đảm bảo luôn có trong danh mục.
848226,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,31,6497.29,1624.3225,209.59,0.24999105385578813,1.4761904761904763,1.4703417160322843,0.9960379366670312,14,0.6666666666666666,C,X,0.612058249894887,Medium,2,1,Low contribution: duy trì ở mức ưu tiên thấp hoặc đánh giá lại danh mục.
